Dataset Name,Algorithm Name,Cross Validation,Hyper-Parameters Values,Accuracy,TPR,FPR,Precision,AUC,PR-Curve,Training Time,Inference Time,Unnamed: 12,Unnamed: 13,Unnamed: 14
analcatdata_germangss,FastForest,5,"{'n_estimators': 40, 'min_samples_leaf': 1, 'max_depth': 6}",0.3438,0.1026,0.0671,0.1526,0.5802,,0.9,0.69,,,
analcatdata_germangss,RandomForest,5,"{'n_estimators': 15, 'min_samples_leaf': 1, 'max_features': 'auto', 'max_depth': 3, 'bootstrap': False}",0.2812,0.0769,0.0769,0.0791,0.5,,0.01,0.03,,,
analcatdata_germangss,FastForest,6,"{'n_estimators': 5, 'min_samples_leaf': 3, 'max_depth': 3}",0.3125,0.0833,0.0658,0.1289,0.6342,,0.07,0.09,,,
analcatdata_germangss,RandomForest,6,"{'n_estimators': 15, 'min_samples_leaf': 1, 'max_features': 'auto', 'max_depth': 3, 'bootstrap': False}",0.2812,0.0714,0.0714,0.0791,0.5,,0.01,0.06,,,
analcatdata_germangss,FastForest,7,"{'n_estimators': 15, 'min_samples_leaf': 1, 'max_depth': 3}",0.3226,0.0873,0.0666,0.1574,0.5843,,0.22,0.19,,,
analcatdata_germangss,RandomForest,7,"{'n_estimators': 15, 'min_samples_leaf': 1, 'max_features': 'auto', 'max_depth': 3, 'bootstrap': False}",0.2903,0.0714,0.0714,0.0843,0.5,,0.01,0.06,,,
analcatdata_germangss,FastForest,8,"{'n_estimators': 15, 'min_samples_leaf': 1, 'max_depth': 6}",0.3871,0.1071,0.0586,0.1834,0.6701,,0.35,0.26,,,
analcatdata_germangss,RandomForest,8,"{'n_estimators': 15, 'min_samples_leaf': 1, 'max_features': 'auto', 'max_depth': 3, 'bootstrap': False}",0.2903,0.0714,0.0714,0.0843,0.5,,0.01,0.03,,,
analcatdata_germangss,FastForest,9,"{'n_estimators': 15, 'min_samples_leaf': 3, 'max_depth': 6}",0.3548,0.0972,0.0768,0.1628,0.5603,,0.33,0.26,,,
analcatdata_germangss,RandomForest,9,"{'n_estimators': 15, 'min_samples_leaf': 1, 'max_features': 'auto', 'max_depth': 3, 'bootstrap': False}",0.3226,0.0833,0.0833,0.1041,0.5,,0.01,0.06,,,
analcatdata_germangss,FastForest,10,"{'n_estimators': 40, 'min_samples_leaf': 3, 'max_depth': 12}",0.3226,0.0889,0.0783,0.1535,0.6593,,1.37,0.81,,,
analcatdata_germangss,RandomForest,10,"{'n_estimators': 15, 'min_samples_leaf': 1, 'max_features': 'auto', 'max_depth': 3, 'bootstrap': False}",0.3226,0.0833,0.0833,0.1041,0.5,,0.02,0.03,,,
analcatdata_lawsuit,FastForest,1,"{'n_estimators': 40, 'min_samples_leaf': 1, 'max_depth': 12}",1.0,1.0,0.0,1.0,1.0,1.0,0.5,0.44,,,
analcatdata_lawsuit,RandomForest,1,"{'n_estimators': 40, 'min_samples_leaf': 1, 'max_features': 'auto', 'max_depth': 12, 'bootstrap': True}",0.963,0.75,0.25,0.9644,1.0,0.537,1.47,0.52,,,
analcatdata_lawsuit,FastForest,2,"{'n_estimators': 15, 'min_samples_leaf': 3, 'max_depth': 3}",0.9259,0.5,0.5,0.8573,1.0,0.0741,0.12,0.15,,,
analcatdata_lawsuit,RandomForest,2,"{'n_estimators': 5, 'min_samples_leaf': 3, 'max_features': 'sqrt', 'max_depth': 3, 'bootstrap': True}",0.963,0.75,0.25,0.9644,0.51,0.537,0.14,0.07,,,
analcatdata_lawsuit,FastForest,3,"{'n_estimators': 15, 'min_samples_leaf': 3, 'max_depth': 12}",1.0,1.0,0.0,1.0,1.0,1.0,0.17,0.19,,,
analcatdata_lawsuit,RandomForest,3,"{'n_estimators': 15, 'min_samples_leaf': 1, 'max_features': 'auto', 'max_depth': 3, 'bootstrap': False}",0.963,0.75,0.25,0.9644,0.91,0.537,0.36,0.15,,,
analcatdata_lawsuit,FastForest,4,"{'n_estimators': 15, 'min_samples_leaf': 3, 'max_depth': 12}",1.0,1.0,0.0,1.0,1.0,1.0,0.15,0.19,,,
analcatdata_lawsuit,RandomForest,4,"{'n_estimators': 5, 'min_samples_leaf': 3, 'max_features': 'auto', 'max_depth': 6, 'bootstrap': True}",0.9259,0.5,0.5,0.8573,0.25,0.0741,0.13,0.07,,,
analcatdata_lawsuit,FastForest,5,"{'n_estimators': 15, 'min_samples_leaf': 3, 'max_depth': 3}",1.0,1.0,0.0,1.0,1.0,1.0,0.12,0.15,,,
analcatdata_lawsuit,RandomForest,5,"{'n_estimators': 5, 'min_samples_leaf': 3, 'max_features': 'auto', 'max_depth': 6, 'bootstrap': False}",0.9615,0.75,0.25,0.9631,0.9583,0.5385,0.12,0.08,,,
analcatdata_lawsuit,FastForest,6,"{'n_estimators': 40, 'min_samples_leaf': 3, 'max_depth': 3}",1.0,1.0,0.0,1.0,1.0,1.0,0.33,0.38,,,
analcatdata_lawsuit,RandomForest,6,"{'n_estimators': 40, 'min_samples_leaf': 1, 'max_features': 'auto', 'max_depth': 6, 'bootstrap': False}",0.9615,0.75,0.25,0.9631,0.9583,0.5385,0.98,0.42,,,
analcatdata_lawsuit,FastForest,7,"{'n_estimators': 5, 'min_samples_leaf': 1, 'max_depth': 12}",0.8846,0.7083,0.2917,0.9086,0.7083,0.2051,0.05,0.04,,,
analcatdata_lawsuit,RandomForest,7,"{'n_estimators': 5, 'min_samples_leaf': 1, 'max_features': 'auto', 'max_depth': 6, 'bootstrap': False}",0.9231,0.7292,0.2708,0.9231,0.7083,0.2885,0.1,0.04,,,
analcatdata_lawsuit,FastForest,8,"{'n_estimators': 5, 'min_samples_leaf': 1, 'max_depth': 3}",1.0,1.0,0.0,1.0,1.0,1.0,0.04,0.08,,,
analcatdata_lawsuit,RandomForest,8,"{'n_estimators': 5, 'min_samples_leaf': 1, 'max_features': 'auto', 'max_depth': 3, 'bootstrap': False}",0.9615,0.75,0.25,0.9631,1.0,0.5385,0.11,0.04,,,
analcatdata_lawsuit,FastForest,9,"{'n_estimators': 5, 'min_samples_leaf': 1, 'max_depth': 12}",0.9231,0.7292,0.2708,0.9231,0.9688,0.2885,0.07,0.08,,,
analcatdata_lawsuit,RandomForest,9,"{'n_estimators': 15, 'min_samples_leaf': 3, 'max_features': 'auto', 'max_depth': 3, 'bootstrap': True}",0.9615,0.75,0.25,0.9631,0.9375,0.5385,0.35,0.15,,,
analcatdata_lawsuit,FastForest,10,"{'n_estimators': 5, 'min_samples_leaf': 3, 'max_depth': 12}",0.9615,0.98,0.02,0.9808,1.0,0.5,0.05,0.08,,,
analcatdata_lawsuit,RandomForest,10,"{'n_estimators': 5, 'min_samples_leaf': 3, 'max_features': 'auto', 'max_depth': 6, 'bootstrap': False}",1.0,1.0,0.0,1.0,1.0,1.0,0.14,0.08,,,
annealing,FastForest,1,"{'n_estimators': 40, 'min_samples_leaf': 3, 'max_depth': 12}",0.1,0.25,0.304,0.0106,0.92,,2.25,0.79,,,
annealing,RandomForest,1,"{'n_estimators': 15, 'min_samples_leaf': 1, 'max_features': 'sqrt', 'max_depth': 12, 'bootstrap': False}",0.1,0.25,0.2608,0.0101,0.8759999999999999,,0.64,0.27,,,
annealing,FastForest,2,"{'n_estimators': 15, 'min_samples_leaf': 1, 'max_depth': 12}",0.0778,0.25,0.2703,0.0062,0.9369,,0.82,0.29,,,
annealing,RandomForest,2,"{'n_estimators': 5, 'min_samples_leaf': 1, 'max_features': 'auto', 'max_depth': 12, 'bootstrap': True}",0.0444,,0.2148,0.0036,0.9464,,0.25,0.09,,,
annealing,FastForest,3,"{'n_estimators': 40, 'min_samples_leaf': 3, 'max_depth': 12}",0.8444,0.4,0.1217,0.7158,0.9731,0.9854,2.31,0.73,,,
annealing,RandomForest,3,"{'n_estimators': 5, 'min_samples_leaf': 3, 'max_features': 'auto', 'max_depth': 12, 'bootstrap': False}",0.8222,0.3556,0.1391,0.7009,0.8993,0.9148,0.25,0.1,,,
annealing,FastForest,4,"{'n_estimators': 15, 'min_samples_leaf': 3, 'max_depth': 12}",0.8,0.3833,0.1241,0.6567,0.9721,0.9602,0.78,0.27,,,
annealing,RandomForest,4,"{'n_estimators': 15, 'min_samples_leaf': 1, 'max_features': 'auto', 'max_depth': 12, 'bootstrap': True}",0.7,0.2333,0.1862,0.6032,0.9209999999999999,0.9346,0.7,0.26,,,
annealing,FastForest,5,"{'n_estimators': 15, 'min_samples_leaf': 3, 'max_depth': 6}",0.8222,0.2857,0.1684,0.7216,0.8805,0.8675,0.54,0.21,,,
annealing,RandomForest,5,"{'n_estimators': 5, 'min_samples_leaf': 3, 'max_features': 'sqrt', 'max_depth': 12, 'bootstrap': False}",0.7889,0.2,0.2,0.6223,0.8568,0.7607,0.27,0.1,,,
annealing,FastForest,6,"{'n_estimators': 40, 'min_samples_leaf': 3, 'max_depth': 12}",0.8222,0.3,0.1882,0.6875,0.9567,0.9296,2.11,0.76,,,
annealing,RandomForest,6,"{'n_estimators': 5, 'min_samples_leaf': 1, 'max_features': 'sqrt', 'max_depth': 12, 'bootstrap': True}",0.8111,0.2,0.2,0.6579,0.9153,0.8427,0.26,0.11,,,
annealing,FastForest,7,"{'n_estimators': 40, 'min_samples_leaf': 1, 'max_depth': 12}",0.7778,0.34,0.1481,0.6424,0.932,0.8812,2.07,0.68,,,
annealing,RandomForest,7,"{'n_estimators': 15, 'min_samples_leaf': 3, 'max_features': 'sqrt', 'max_depth': 12, 'bootstrap': False}",0.7,0.2,0.2,0.49,0.8785,0.8487,0.77,0.27,,,
annealing,FastForest,8,"{'n_estimators': 5, 'min_samples_leaf': 3, 'max_depth': 6}",0.8,0.35,0.1714,0.6525,0.7817,0.5841,0.18,0.08,,,
annealing,RandomForest,8,"{'n_estimators': 5, 'min_samples_leaf': 1, 'max_features': 'auto', 'max_depth': 12, 'bootstrap': True}",0.8111,0.45,0.1619,0.6929,0.8207,0.7021,0.24,0.08,,,
annealing,FastForest,9,"{'n_estimators': 5, 'min_samples_leaf': 1, 'max_depth': 12}",0.7528,0.2167,0.1913,0.691,0.9525,0.9597,0.28,0.09,,,
annealing,RandomForest,9,"{'n_estimators': 5, 'min_samples_leaf': 3, 'max_features': 'sqrt', 'max_depth': 12, 'bootstrap': False}",0.7528,0.445,0.1658,0.6678,0.8947,0.7954,0.25,0.1,,,
annealing,FastForest,10,"{'n_estimators': 15, 'min_samples_leaf': 1, 'max_depth': 12}",0.1348,,0.2337,0.0193,0.9083,,0.75,0.29,,,
annealing,RandomForest,10,"{'n_estimators': 5, 'min_samples_leaf': 3, 'max_features': 'sqrt', 'max_depth': 3, 'bootstrap': True}",0.1348,0.25,0.25,0.0182,0.6651,,0.14,0.06,,,
ar4,FastForest,1,"{'n_estimators': 15, 'min_samples_leaf': 1, 'max_depth': 3}",0.9091,0.75,0.25,0.9182,0.7222,0.5909,0.44,0.27,,,
ar4,RandomForest,1,"{'n_estimators': 15, 'min_samples_leaf': 3, 'max_features': 'sqrt', 'max_depth': 3, 'bootstrap': True}",0.6364,0.5833,0.4167,0.7468,0.8333,0.2159,1.03,0.27,,,
ar4,FastForest,2,"{'n_estimators': 5, 'min_samples_leaf': 1, 'max_depth': 3}",1.0,1.0,0.0,1.0,1.0,1.0,0.17,0.09,,,
ar4,RandomForest,2,"{'n_estimators': 15, 'min_samples_leaf': 1, 'max_features': 'auto', 'max_depth': 3, 'bootstrap': False}",0.9091,0.75,0.25,0.9182,1.0,0.5909,0.9,0.36,,,
ar4,FastForest,3,"{'n_estimators': 5, 'min_samples_leaf': 3, 'max_depth': 3}",0.9091,0.75,0.25,0.9182,0.6111,0.5909,0.17,0.18,,,
ar4,RandomForest,3,"{'n_estimators': 5, 'min_samples_leaf': 3, 'max_features': 'auto', 'max_depth': 6, 'bootstrap': True}",0.8182,0.6944,0.3056,0.8182,0.6389,0.3409,0.37,0.09,,,
ar4,FastForest,4,"{'n_estimators': 15, 'min_samples_leaf': 1, 'max_depth': 3}",0.6364,0.3889,0.6111,0.6364,0.5,0.1818,0.5,0.27,,,
ar4,RandomForest,4,"{'n_estimators': 5, 'min_samples_leaf': 3, 'max_features': 'auto', 'max_depth': 3, 'bootstrap': True}",0.5455,0.3333,0.6667,0.6136,0.4722,0.1818,0.32,0.09,,,
ar4,FastForest,5,"{'n_estimators': 15, 'min_samples_leaf': 3, 'max_depth': 6}",0.9091,0.9444,0.0556,0.9394,0.9444,0.6667,0.63,0.27,,,
ar4,RandomForest,5,"{'n_estimators': 5, 'min_samples_leaf': 1, 'max_features': 'auto', 'max_depth': 3, 'bootstrap': True}",0.8182,0.8889,0.1111,0.9091,0.8333,0.5,0.33,0.09,,,
ar4,FastForest,6,"{'n_estimators': 40, 'min_samples_leaf': 1, 'max_depth': 3}",0.9091,0.75,0.25,0.9182,0.9444,0.5909,1.29,0.64,,,
ar4,RandomForest,6,"{'n_estimators': 15, 'min_samples_leaf': 1, 'max_features': 'auto', 'max_depth': 6, 'bootstrap': False}",0.9091,0.75,0.25,0.9182,0.8889,0.5909,1.24,0.36,,,
ar4,FastForest,7,"{'n_estimators': 5, 'min_samples_leaf': 3, 'max_depth': 3}",0.7273,0.4444,0.5556,0.6545,0.6944,0.1818,0.15,0.18,,,
ar4,RandomForest,7,"{'n_estimators': 5, 'min_samples_leaf': 1, 'max_features': 'auto', 'max_depth': 12, 'bootstrap': False}",0.6364,0.3889,0.6111,0.6364,0.7778,0.1818,0.51,0.18,,,
ar4,FastForest,8,"{'n_estimators': 15, 'min_samples_leaf': 1, 'max_depth': 12}",0.9,0.75,0.25,0.9111,1.0,0.6,0.66,0.4,,,
ar4,RandomForest,8,"{'n_estimators': 5, 'min_samples_leaf': 1, 'max_features': 'sqrt', 'max_depth': 6, 'bootstrap': False}",1.0,1.0,0.0,1.0,1.0,1.0,0.54,0.1,,,
ar4,FastForest,9,"{'n_estimators': 5, 'min_samples_leaf': 1, 'max_depth': 12}",0.9,0.75,0.25,0.9111,0.6562,0.6,0.21,0.1,,,
ar4,RandomForest,9,"{'n_estimators': 5, 'min_samples_leaf': 1, 'max_features': 'auto', 'max_depth': 3, 'bootstrap': False}",0.9,0.75,0.25,0.9111,0.9375,0.6,0.31,0.1,,,
ar4,FastForest,10,"{'n_estimators': 5, 'min_samples_leaf': 3, 'max_depth': 3}",0.9,0.75,0.25,0.9111,0.875,0.6,0.14,0.1,,,
ar4,RandomForest,10,"{'n_estimators': 15, 'min_samples_leaf': 1, 'max_features': 'sqrt', 'max_depth': 6, 'bootstrap': False}",0.8,0.6875,0.3125,0.8,0.8125,0.35,1.4,0.3,,,
arrhythmia,FastForest,1,"{'n_estimators': 5, 'min_samples_leaf': 3, 'max_depth': 12}",0.4889,,0.0834,0.3838,0.6757,,1.8,0.11,,,
arrhythmia,RandomForest,1,"{'n_estimators': 40, 'min_samples_leaf': 3, 'max_features': 'auto', 'max_depth': 12, 'bootstrap': True}",0.4444,0.2167,0.1095,0.2186,0.8443,,18.29,0.62,,,
arrhythmia,FastForest,2,"{'n_estimators': 15, 'min_samples_leaf': 3, 'max_depth': 12}",0.6889,0.2458,0.095,0.5179,0.8014,,4.4,0.27,,,
arrhythmia,RandomForest,2,"{'n_estimators': 5, 'min_samples_leaf': 3, 'max_features': 'auto', 'max_depth': 12, 'bootstrap': True}",0.6889,0.3042,0.1005,0.5379,0.6691,,2.39,0.09,,,
arrhythmia,FastForest,3,"{'n_estimators': 5, 'min_samples_leaf': 3, 'max_depth': 12}",0.7556,0.4479,0.0688,0.6302,0.8692,0.6103,1.52,0.11,,,
arrhythmia,RandomForest,3,"{'n_estimators': 5, 'min_samples_leaf': 3, 'max_features': 'auto', 'max_depth': 6, 'bootstrap': True}",0.6444,0.4062,0.1,0.4943,0.8741,0.7472,1.58,0.07,,,
arrhythmia,FastForest,4,"{'n_estimators': 5, 'min_samples_leaf': 3, 'max_depth': 12}",0.5682,0.2681,0.0822,0.4296,0.7671,,1.41,0.11,,,
arrhythmia,RandomForest,4,"{'n_estimators': 5, 'min_samples_leaf': 1, 'max_features': 'auto', 'max_depth': 12, 'bootstrap': True}",0.5682,0.2359,0.0928,0.439,0.779,,2.41,0.09,,,
arrhythmia,FastForest,5,"{'n_estimators': 5, 'min_samples_leaf': 3, 'max_depth': 12}",0.7045,0.2963,0.0819,0.5819,0.8768,,1.61,0.09,,,
arrhythmia,RandomForest,5,"{'n_estimators': 5, 'min_samples_leaf': 3, 'max_features': 'auto', 'max_depth': 6, 'bootstrap': False}",0.6591,0.2222,0.0998,0.447,0.8062,,1.93,0.07,,,
arrhythmia,FastForest,6,"{'n_estimators': 5, 'min_samples_leaf': 3, 'max_depth': 12}",0.7273,,0.0837,0.6178,0.8857,,1.23,0.11,,,
arrhythmia,RandomForest,6,"{'n_estimators': 5, 'min_samples_leaf': 3, 'max_features': 'auto', 'max_depth': 12, 'bootstrap': False}",0.6136,,0.1115,0.4041,0.9275,,2.2,0.11,,,
arrhythmia,FastForest,7,"{'n_estimators': 5, 'min_samples_leaf': 3, 'max_depth': 12}",0.5455,,0.0925,0.382,0.813,,1.64,0.11,,,
arrhythmia,RandomForest,7,"{'n_estimators': 40, 'min_samples_leaf': 3, 'max_features': 'auto', 'max_depth': 12, 'bootstrap': True}",0.5682,,0.0856,0.4224,0.9015,,19.76,0.64,,,
arrhythmia,FastForest,8,"{'n_estimators': 5, 'min_samples_leaf': 3, 'max_depth': 12}",0.5682,0.2027,0.0861,0.4372,0.7393,,1.39,0.09,,,
arrhythmia,RandomForest,8,"{'n_estimators': 5, 'min_samples_leaf': 3, 'max_features': 'auto', 'max_depth': 6, 'bootstrap': True}",0.5455,0.1667,0.1082,0.4114,0.802,,1.9,0.07,,,
arrhythmia,FastForest,9,"{'n_estimators': 40, 'min_samples_leaf': 3, 'max_depth': 12}",0.6591,0.2414,0.1036,0.4835,0.8224,,11.36,0.75,,,
arrhythmia,RandomForest,9,"{'n_estimators': 5, 'min_samples_leaf': 3, 'max_features': 'auto', 'max_depth': 12, 'bootstrap': False}",0.6591,0.2414,0.1089,0.479,0.8352,,1.96,0.07,,,
arrhythmia,FastForest,10,"{'n_estimators': 5, 'min_samples_leaf': 3, 'max_depth': 12}",0.5909,0.3296,0.0796,0.5138,0.8107,,1.46,0.11,,,
arrhythmia,RandomForest,10,"{'n_estimators': 15, 'min_samples_leaf': 3, 'max_features': 'auto', 'max_depth': 12, 'bootstrap': True}",0.5909,0.3815,0.0794,0.4722,0.8747,,8.22,0.25,,,
audiology-std,FastForest,1,"{'n_estimators': 5, 'min_samples_leaf': 1, 'max_depth': 3}",0.4706,0.3571,0.095,0.3109,0.8954,0.5969,0.04,0.12,,,
audiology-std,RandomForest,1,"{'n_estimators': 5, 'min_samples_leaf': 3, 'max_features': 'auto', 'max_depth': 12, 'bootstrap': True}",0.2941,0.2619,0.124,0.2412,0.8363,0.5303,0.09,0.12,,,
audiology-std,FastForest,2,"{'n_estimators': 15, 'min_samples_leaf': 3, 'max_depth': 6}",0.2941,0.1667,0.1656,0.0919,0.6538,0.7705,0.16,0.18,,,
audiology-std,RandomForest,2,"{'n_estimators': 15, 'min_samples_leaf': 3, 'max_features': 'sqrt', 'max_depth': 12, 'bootstrap': False}",0.2941,0.2833,0.1553,0.2108,0.7067,0.6723,0.25,0.29,,,
audiology-std,FastForest,3,"{'n_estimators': 5, 'min_samples_leaf': 1, 'max_depth': 3}",0.2941,0.1889,0.1627,0.2605,0.5192,0.5459,0.04,0.06,,,
audiology-std,RandomForest,3,"{'n_estimators': 15, 'min_samples_leaf': 1, 'max_features': 'sqrt', 'max_depth': 3, 'bootstrap': False}",0.4118,0.4167,0.1369,0.2815,0.8687,0.6043,0.09,0.24,,,
audiology-std,FastForest,4,"{'n_estimators': 40, 'min_samples_leaf': 3, 'max_depth': 6}",0.2353,0.3667,0.1897,0.2353,0.7983,,0.4,0.53,,,
audiology-std,RandomForest,4,"{'n_estimators': 40, 'min_samples_leaf': 3, 'max_features': 'sqrt', 'max_depth': 6, 'bootstrap': False}",0.2941,0.4,0.1843,0.1018,0.8867,,0.4,0.53,,,
audiology-std,FastForest,5,"{'n_estimators': 5, 'min_samples_leaf': 1, 'max_depth': 6}",0.4118,0.2,0.2,0.1696,0.5291,,0.05,0.12,,,
audiology-std,RandomForest,5,"{'n_estimators': 15, 'min_samples_leaf': 1, 'max_features': 'sqrt', 'max_depth': 6, 'bootstrap': False}",0.4118,0.2,0.2,0.1696,0.7917,,0.15,0.24,,,
audiology-std,FastForest,6,"{'n_estimators': 40, 'min_samples_leaf': 1, 'max_depth': 12}",0.4118,0.4667,0.1105,0.2868,0.7656,0.6503,0.71,0.65,,,
audiology-std,RandomForest,6,"{'n_estimators': 15, 'min_samples_leaf': 1, 'max_features': 'sqrt', 'max_depth': 12, 'bootstrap': False}",0.5294,0.5238,0.0952,0.4072,0.7708,0.594,0.27,0.29,,,
audiology-std,FastForest,7,"{'n_estimators': 40, 'min_samples_leaf': 1, 'max_depth': 12}",0.2941,0.28,0.1749,0.2368,0.7878,,0.65,0.59,,,
audiology-std,RandomForest,7,"{'n_estimators': 5, 'min_samples_leaf': 1, 'max_features': 'sqrt', 'max_depth': 12, 'bootstrap': True}",0.2941,0.2,0.1967,0.0919,0.6847,,0.08,0.06,,,
audiology-std,FastForest,8,"{'n_estimators': 15, 'min_samples_leaf': 3, 'max_depth': 6}",0.25,,0.1579,0.1146,0.7020000000000001,,0.16,0.25,,,
audiology-std,RandomForest,8,"{'n_estimators': 15, 'min_samples_leaf': 3, 'max_features': 'sqrt', 'max_depth': 6, 'bootstrap': False}",0.25,,0.1632,0.0667,0.685,,0.15,0.25,,,
audiology-std,FastForest,9,"{'n_estimators': 15, 'min_samples_leaf': 3, 'max_depth': 6}",0.3125,,0.128,0.1964,0.7365,,0.16,0.25,,,
audiology-std,RandomForest,9,"{'n_estimators': 5, 'min_samples_leaf': 1, 'max_features': 'auto', 'max_depth': 12, 'bootstrap': True}",0.3125,,0.1327,0.2083,0.6501,,0.08,0.13,,,
audiology-std,FastForest,10,"{'n_estimators': 15, 'min_samples_leaf': 1, 'max_depth': 12}",0.375,0.36,0.1701,0.1636,0.6967,,0.25,0.25,,,
audiology-std,RandomForest,10,"{'n_estimators': 5, 'min_samples_leaf': 3, 'max_features': 'auto', 'max_depth': 6, 'bootstrap': False}",0.5,0.32,0.1455,0.3295,0.6792,,0.06,0.06,,,
autos,FastForest,1,"{'n_estimators': 5, 'min_samples_leaf': 1, 'max_depth': 3}",0.619,0.3333,0.1267,0.4476,0.8653,0.7012,0.05,0.05,,,
autos,RandomForest,1,"{'n_estimators': 40, 'min_samples_leaf': 3, 'max_features': 'auto', 'max_depth': 12, 'bootstrap': False}",0.7143,0.4333,0.0967,0.6946,0.8968,0.7954,1.32,0.52,,,
autos,FastForest,2,"{'n_estimators': 15, 'min_samples_leaf': 1, 'max_depth': 12}",0.5714,0.4433,0.1183,0.5152,0.7801,0.613,0.32,0.19,,,
autos,RandomForest,2,"{'n_estimators': 40, 'min_samples_leaf': 1, 'max_features': 'auto', 'max_depth': 6, 'bootstrap': False}",0.619,0.4833,0.1,0.6154,0.812,0.7581,1.18,0.57,,,
autos,FastForest,3,"{'n_estimators': 15, 'min_samples_leaf': 3, 'max_depth': 12}",0.55,0.46,0.1267,0.4051,0.9322,0.7972,0.45,0.25,,,
autos,RandomForest,3,"{'n_estimators': 40, 'min_samples_leaf': 1, 'max_features': 'auto', 'max_depth': 12, 'bootstrap': False}",0.55,0.52,0.1267,0.3885,0.9244,0.8042,1.36,0.6,,,
autos,FastForest,4,"{'n_estimators': 40, 'min_samples_leaf': 3, 'max_depth': 12}",0.5,0.28,0.1633,0.3549,0.8290000000000001,0.7306,1.15,0.55,,,
autos,RandomForest,4,"{'n_estimators': 15, 'min_samples_leaf': 1, 'max_features': 'auto', 'max_depth': 6, 'bootstrap': False}",0.55,0.32,0.1467,0.3875,0.8108,0.7046,0.47,0.2,,,
autos,FastForest,5,"{'n_estimators': 15, 'min_samples_leaf': 1, 'max_depth': 6}",0.45,0.2914,0.1672,0.3188,0.7154,0.5674,0.25,0.2,,,
autos,RandomForest,5,"{'n_estimators': 40, 'min_samples_leaf': 3, 'max_features': 'auto', 'max_depth': 3, 'bootstrap': True}",0.5,0.32,0.1502,0.4031,0.8023,0.6893,0.74,0.45,,,
autos,FastForest,6,"{'n_estimators': 15, 'min_samples_leaf': 1, 'max_depth': 12}",0.6,0.5429,0.1087,0.4958,0.8018,0.7981,0.34,0.2,,,
autos,RandomForest,6,"{'n_estimators': 40, 'min_samples_leaf': 1, 'max_features': 'auto', 'max_depth': 12, 'bootstrap': False}",0.55,0.5143,0.1221,0.4762,0.7423,0.7962,1.26,0.5,,,
autos,FastForest,7,"{'n_estimators': 15, 'min_samples_leaf': 1, 'max_depth': 6}",0.65,0.47,0.1077,0.625,0.794,0.6299,0.29,0.15,,,
autos,RandomForest,7,"{'n_estimators': 40, 'min_samples_leaf': 1, 'max_features': 'sqrt', 'max_depth': 12, 'bootstrap': False}",0.6,0.42,0.1231,0.6133,0.8584,0.6701,0.97,0.45,,,
autos,FastForest,8,"{'n_estimators': 40, 'min_samples_leaf': 3, 'max_depth': 12}",0.75,0.55,0.0792,0.6267,0.95,0.8261,1.26,0.6,,,
autos,RandomForest,8,"{'n_estimators': 15, 'min_samples_leaf': 1, 'max_features': 'auto', 'max_depth': 3, 'bootstrap': True}",0.7,0.525,0.0917,0.5879,0.9079999999999999,0.5606,0.29,0.2,,,
autos,FastForest,9,"{'n_estimators': 15, 'min_samples_leaf': 1, 'max_depth': 3}",0.35,0.28,0.1733,0.2167,0.7573,0.6195,0.21,0.15,,,
autos,RandomForest,9,"{'n_estimators': 40, 'min_samples_leaf': 1, 'max_features': 'auto', 'max_depth': 12, 'bootstrap': True}",0.5,0.4533,0.1333,0.4268,0.8308,0.6923,1.34,0.55,,,
autos,FastForest,10,"{'n_estimators': 15, 'min_samples_leaf': 3, 'max_depth': 6}",0.45,0.4929,0.1519,0.2917,0.6281,0.7219,0.35,0.2,,,
autos,RandomForest,10,"{'n_estimators': 15, 'min_samples_leaf': 3, 'max_features': 'auto', 'max_depth': 3, 'bootstrap': True}",0.3,0.2143,0.1952,0.1717,0.6587,0.7389,0.2,0.2,,,
balance-scale,FastForest,1,"{'n_estimators': 40, 'min_samples_leaf': 3, 'max_depth': 3}",0.7143,0.5172,0.1765,0.6639,0.8772,0.6286,0.22,0.35,,,
balance-scale,RandomForest,1,"{'n_estimators': 5, 'min_samples_leaf': 3, 'max_features': 'auto', 'max_depth': 12, 'bootstrap': False}",0.6349,0.4598,0.2255,0.6222,0.7407,0.5845,0.03,0.05,,,
balance-scale,FastForest,2,"{'n_estimators': 40, 'min_samples_leaf': 3, 'max_depth': 12}",0.7143,0.5172,0.1765,0.6651,0.8534,0.6673,0.39,0.43,,,
balance-scale,RandomForest,2,"{'n_estimators': 5, 'min_samples_leaf': 3, 'max_features': 'auto', 'max_depth': 12, 'bootstrap': True}",0.6984,0.5057,0.1863,0.6595,0.8026,0.5446,0.04,0.05,,,
balance-scale,FastForest,3,"{'n_estimators': 5, 'min_samples_leaf': 1, 'max_depth': 6}",0.7778,0.5632,0.1373,0.7562,0.8654,0.5781,0.03,0.05,,,
balance-scale,RandomForest,3,"{'n_estimators': 5, 'min_samples_leaf': 3, 'max_features': 'auto', 'max_depth': 6, 'bootstrap': True}",0.8095,0.5862,0.1176,0.7449,0.8775,0.5622,0.02,0.06,,,
balance-scale,FastForest,4,"{'n_estimators': 15, 'min_samples_leaf': 3, 'max_depth': 3}",0.7778,0.5632,0.1373,0.7201,0.9022,0.691,0.08,0.13,,,
